image_path,player_name,height_cm,kp0,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,kp9,kp10,kp11,kp12,kp13,kp14,kp15,kp16,kp17,kp18,kp19,kp20,kp21,kp22,kp23,kp24,kp25,kp26,kp27,kp28,kp29,kp30,kp31,kp32,kp33,kp34,kp35,kp36,kp37,kp38,kp39,kp40,kp41,kp42,kp43,kp44,kp45,kp46,kp47,kp48,kp49,kp50,label,new_label
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Andries Noppert/Andries Noppert25.jpg,andries noppert,203,128.15382,42.490574,1.0,141.26834,34.1793,1.0,116.31878,34.498962,1.0,159.82057,38.974266,1.0,100.64533,39.29393,1.0,197.5648,97.47285,1.0,56.823666,96.513855,1.0,206.52106,158.52875,1.0,49.78661,156.61076,1.0,164.2987,182.18391,1.0,79.534164,186.65921,1.0,170.05629,225.97795,1.0,86.89109,225.65828,1.0,176.45361,235.2482,1.0,90.089745,235.2482,1.0,175.81389,235.2482,1.0,78.89443,191.77385,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Andries Noppert/Andries Noppert37.jpg,andries noppert,203,134.3289,76.004326,1.0,139.12837,69.927155,1.0,128.56953,70.88671,1.0,146.16762,75.364624,1.0,122.4902,75.68448,1.0,161.52594,120.46361,1.0,112.891235,124.94152,1.0,195.12228,181.875,1.0,103.61225,185.39336,1.0,178.16414,243.6062,1.0,111.93134,236.88933,1.0,148.72734,246.80472,1.0,118.65061,243.92606,1.0,141.36815,255.12085,1.0,121.5303,255.12085,1.0,152.24695,246.80472,1.0,150.32716,244.88562,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Daley Blind/Daley Blind47.jpg,daley blind,179,144.88017,118.34281,1.0,150.62943,97.23207,1.0,130.82645,100.11081,1.0,157.9757,112.26547,1.0,103.35779,112.26547,1.0,180.33392,226.77522,1.0,73.33391,240.84906,1.0,197.26228,253.00374,1.0,43.31002,1.2741706,1.0,122.84136,187.11266,1.0,119.64734,192.2304,1.0,197.26228,253.00374,1.0,96.01152,230.2937,1.0,197.26228,253.00374,1.0,72.6951,253.00374,1.0,140.40854,193.82968,1.0,109.426445,195.10913,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Davy Klaassen/Davy Klaassen9.jpg,davy klaassen,194,143.56923,45.333153,1.0,148.99638,37.02038,1.0,135.2689,37.3401,1.0,154.10428,37.659824,1.0,119.94519,37.02038,1.0,157.61597,78.58427,1.0,105.25998,77.6251,1.0,159.53142,126.542595,1.0,54.18097,122.38621,1.0,157.93521,173.22205,1.0,87.70157,166.18814,1.0,144.52696,201.67732,1.0,106.21771,202.63647,1.0,155.7005,250.91452,1.0,105.898476,250.91452,1.0,156.33897,250.91452,1.0,96.640396,250.91452,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Denzel Dumfries/Denzel Dumfries18.jpg,denzel dumfries,165,72.85702,68.893295,1.0,77.973595,63.77379,1.0,68.6998,62.493904,1.0,83.09017,64.73369,1.0,62.304077,63.77379,1.0,95.56184,97.69053,1.0,49.83242,90.01127,1.0,103.87627,141.84628,1.0,45.994987,131.92725,1.0,99.399254,170.32355,1.0,37.040977,161.04445,1.0,85.00889,176.72295,1.0,53.669853,173.52324,1.0,112.51048,229.51787,1.0,17.53403,226.63815,1.0,113.78963,214.47931,1.0,68.06023,206.48009,1.0,full_body_bent,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Denzel Dumfries/Denzel Dumfries23.jpg,denzel dumfries,165,133.08937,37.068584,1.0,134.36859,33.550587,1.0,129.5715,32.91095,1.0,135.0082,33.870403,1.0,118.05847,31.951498,1.0,136.28745,52.419838,1.0,98.55029,56.89729,1.0,157.71445,62.654007,1.0,73.28559,81.20344,1.0,155.15599,96.87452,1.0,51.858578,109.34741,1.0,138.52608,113.82486,1.0,116.13963,116.38341,1.0,154.51639,168.19391,1.0,131.17052,160.19844,1.0,143.64296,219.68457,1.0,143.64296,220.00436,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Denzel Dumfries/Denzel Dumfries50.jpg,denzel dumfries,165,124.57269,41.858013,1.0,130.00264,37.062134,1.0,119.78156,37.062134,1.0,140.2237,36.74241,1.0,114.351616,37.062134,1.0,161.62405,60.721794,1.0,99.97824,62.320423,1.0,183.34383,89.49707,1.0,74.10616,90.77596,1.0,177.9139,111.23837,1.0,60.3716,114.43563,1.0,153.00003,125.94574,1.0,119.46216,126.26546,1.0,138.94608,184.77518,1.0,143.7372,177.42148,1.0,98.0618,218.98576,1.0,164.17934,230.8156,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Frenkie de Jong/Frenkie de Jong32.jpg,frenkie de jong,190,117.05544,31.916239,1.0,122.805595,27.441854,1.0,111.624756,26.16346,1.0,128.55574,27.761452,1.0,100.44392,23.606665,1.0,139.41711,56.525364,1.0,74.88772,47.89619,1.0,154.11192,94.23805,1.0,41.345215,60.040955,1.0,136.2226,83.37168,1.0,24.414228,88.16567,1.0,114.499825,126.517555,1.0,81.59622,120.76477,1.0,87.34637,175.73581,1.0,107.15242,155.28146,1.0,65.304146,201.94293,1.0,112.26366,217.60327,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Jeremie Frimpong/Jeremie Frimpong34.jpg,jeremie frimpong,178,150.0717,38.18465,1.0,155.50066,33.706722,1.0,143.04596,33.386868,1.0,160.61029,34.026573,1.0,127.71709,33.386868,1.0,160.61029,48.73977,1.0,111.430176,54.49711,1.0,174.34239,81.36468,1.0,119.7333,95.758026,1.0,174.02304,69.53015,1.0,162.84576,76.24705,1.0,141.4492,110.15137,1.0,98.975464,109.511665,1.0,168.91344,156.21007,1.0,77.25956,172.84238,1.0,131.86867,191.3938,1.0,56.501717,209.62537,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Jurri├½n Timber/Jurri├½n Timber25.jpg,jurri├½n timber,179,164.31468,43.244057,1.0,165.59322,36.52437,1.0,157.60248,36.204384,1.0,165.59322,40.044205,1.0,140.02284,37.16434,1.0,171.02692,83.24222,1.0,112.854355,83.24222,1.0,187.32802,136.99974,1.0,84.08769,132.83992,1.0,203.62914,181.79767,1.0,70.34362,193.31712,1.0,154.40619,208.9964,1.0,120.845085,204.51662,1.0,150.89026,254.11433,1.0,123.40212,254.11433,1.0,150.89026,254.11433,1.0,123.40212,254.11433,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Jurri├½n Timber/Jurri├½n Timber47.jpg,jurri├½n timber,179,163.09888,75.67555,1.0,172.37129,68.961525,1.0,156.06465,68.00238,1.0,181.64366,74.07698,1.0,146.4725,71.19954,1.0,198.5898,113.72172,1.0,121.21319,113.08229,1.0,217.1346,165.19594,1.0,107.14472,152.72704,1.0,176.20811,185.97746,1.0,118.65529,173.82828,1.0,178.76605,213.15332,1.0,130.80533,209.63644,1.0,177.16734,255.03606,1.0,118.335556,255.03606,1.0,184.84105,236.49254,1.0,110.342094,255.03606,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Justin Bijlow/Justin Bijlow2.jpg,justin bijlow,173,144.87622,74.49677,1.0,146.4752,65.86324,1.0,139.11989,66.183,1.0,147.1148,71.61893,1.0,125.68842,70.97941,1.0,152.23155,124.699165,1.0,109.059,120.22253,1.0,150.63257,198.2441,1.0,92.749374,184.49437,1.0,97.86611,228.94109,1.0,98.18591,228.94109,1.0,144.87622,252.28358,1.0,112.25697,243.3303,1.0,142.95744,252.28358,1.0,140.71886,252.28358,1.0,141.67825,252.28358,1.0,115.13513,252.28358,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Kenneth Taylor/Kenneth Taylor11.jpg,kenneth taylor,187,91.05156,86.74147,1.0,98.397896,78.42651,1.0,83.06639,78.42651,1.0,109.89652,73.629425,1.0,72.20658,78.42651,1.0,121.71457,127.67665,1.0,55.278046,125.438,1.0,138.32368,200.91222,1.0,34.516636,122.879555,1.0,155.25223,254.63965,1.0,63.90202,74.90865,1.0,112.77119,246.32468,1.0,68.0543,245.36526,1.0,155.89104,254.63965,1.0,67.096085,254.63965,1.0,155.89104,254.63965,1.0,64.86024,254.63965,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Kenneth Taylor/Kenneth Taylor18.jpg,kenneth taylor,187,120.22213,42.39835,1.0,129.48753,35.687515,1.0,109.67873,36.00708,1.0,140.66992,43.676605,1.0,94.34287,44.31573,1.0,173.25864,81.38511,1.0,68.78311,84.58074,1.0,194.02594,129.00008,1.0,49.293797,135.7109,1.0,200.73537,172.14114,1.0,68.463615,172.14114,1.0,158.88126,198.0258,1.0,92.106384,202.18013,1.0,166.22969,242.7647,1.0,89.550415,242.7647,1.0,173.25864,198.34537,1.0,89.23092,242.7647,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Kenneth Taylor/Kenneth Taylor23.jpg,kenneth taylor,187,131.20047,62.82907,1.0,133.75739,53.560326,1.0,126.40626,51.003426,1.0,105.95094,49.72498,1.0,106.27056,49.72498,1.0,139.83006,111.09048,1.0,84.21718,112.368935,1.0,149.7381,202.17989,1.0,65.35993,186.1993,1.0,127.3651,196.10725,1.0,84.5368,231.90382,1.0,126.725876,240.2137,1.0,93.48599,239.25488,1.0,123.21011,252.67859,1.0,97.00175,252.67859,1.0,124.80818,252.67859,1.0,90.28984,239.89409,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Kenneth Taylor/Kenneth Taylor8.jpg,kenneth taylor,187,121.77654,37.321934,1.0,126.88892,33.16446,1.0,117.94226,32.844654,1.0,134.5575,34.443684,1.0,113.1494,34.123875,1.0,150.21417,59.06871,1.0,100.04893,59.06871,1.0,167.46846,85.61258,1.0,87.26797,87.5314,1.0,148.61656,105.76032,1.0,76.084625,115.67429,1.0,144.78226,116.3139,1.0,115.38607,113.43565,1.0,136.79417,163.00551,1.0,86.309395,145.0964,1.0,123.69369,195.6257,1.0,103.56369,194.34648,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Matthijs de Ligt/Matthijs de Ligt20.jpg,matthijs de ligt,183,128.82324,37.797253,1.0,137.46144,30.122778,1.0,118.58539,32.041397,1.0,152.17836,35.878635,1.0,108.027596,40.035637,1.0,188.01088,90.23949,1.0,76.67416,90.23949,1.0,204.00754,150.67596,1.0,51.079506,152.27481,1.0,210.72614,209.19382,1.0,102.26881,129.25139,1.0,167.85507,220.06601,1.0,98.74954,226.4614,1.0,162.0963,248.20573,1.0,101.628944,248.20573,1.0,175.21355,221.66484,1.0,99.709335,248.20573,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Matthijs de Ligt/Matthijs de Ligt23.jpg,matthijs de ligt,183,127.9337,38.05034,1.0,137.1999,30.050537,1.0,118.028435,31.970488,1.0,153.17615,34.850418,1.0,107.16459,39.650295,1.0,189.9215,90.84902,1.0,74.892586,91.169014,1.0,204.61964,152.92747,1.0,51.56728,151.32751,1.0,210.3711,209.2461,1.0,101.41314,129.56807,1.0,166.27667,222.04578,1.0,97.57884,227.16562,1.0,161.16428,247.96512,1.0,100.774086,247.96512,1.0,173.94527,222.04578,1.0,99.495995,247.96512,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Matthijs de Ligt/Matthijs de Ligt25.jpg,matthijs de ligt,183,136.0198,53.902267,1.0,143.05974,44.948578,1.0,129.93987,44.948578,1.0,151.37964,46.227676,1.0,120.33996,46.227676,1.0,168.65948,96.11253,1.0,102.740135,94.833435,1.0,167.0595,177.97485,1.0,92.18023,153.35222,1.0,124.819916,186.60878,1.0,88.98027,217.62692,1.0,158.73958,218.90604,1.0,120.33996,208.67323,1.0,158.41959,252.48238,1.0,125.45991,252.48238,1.0,170.25945,229.4586,1.0,125.45991,252.48238,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Memphis Depay/Memphis Depay28.jpg,memphis depay,186,166.8399,31.41248,1.0,171.95926,28.212847,1.0,163.6403,26.932993,1.0,178.03847,32.69233,1.0,156.92114,28.212847,1.0,178.03847,60.52914,1.0,139.64334,52.850018,1.0,178.35843,96.68499,1.0,133.5641,87.40605,1.0,182.51793,125.80165,1.0,138.04353,117.16264,1.0,170.67941,125.48169,1.0,145.4026,122.28206,1.0,170.03949,174.1161,1.0,135.80382,177.31573,1.0,167.15987,227.86995,1.0,112.1268,209.63202,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Nathan Ak├⌐/Nathan Ak├⌐10.jpg,nathan ak├⌐,194,149.01025,28.357817,1.0,152.52878,25.481089,1.0,142.61295,23.563269,1.0,154.44797,29.636362,1.0,124.06076,26.120361,1.0,166.92271,57.125095,1.0,92.07422,53.92873,1.0,187.3941,89.72801,1.0,79.59947,80.45856,1.0,153.48837,83.01564,1.0,71.92271,92.924385,1.0,140.69376,121.37202,1.0,97.831795,114.979294,1.0,128.85873,174.75133,1.0,95.59274,164.20332,1.0,105.82844,159.40875,1.0,99.75099,215.34515,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Stefan de Vrij/Stefan de Vrij5.jpg,stefan de vrij,166,149.65648,27.573532,1.0,152.85121,23.73856,1.0,143.58649,23.41898,1.0,156.04596,25.656046,1.0,127.29332,24.058142,1.0,158.60176,48.02672,1.0,101.096466,47.067974,1.0,170.10281,68.799484,1.0,74.58013,79.34565,1.0,166.90808,94.04639,1.0,113.55594,96.60303,1.0,143.58649,111.62334,1.0,103.0133,111.62334,1.0,140.39174,155.72551,1.0,115.47279,157.00383,1.0,123.7791,203.66266,1.0,115.153305,199.8277,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Steven Berghuis/Steven Berghuis21.jpg,steven berghuis,175,143.85776,39.184902,1.0,148.9755,34.071815,1.0,139.05988,32.473972,1.0,152.49393,34.710953,1.0,126.26556,31.195702,1.0,164.9684,64.75035,1.0,103.55561,58.998123,1.0,176.16345,97.66587,1.0,80.52581,85.52227,1.0,166.24785,115.2421,1.0,63.573322,102.13981,1.0,138.74002,136.3336,1.0,104.51519,127.70526,1.0,126.26556,190.34062,1.0,93.64,182.3514,1.0,133.94215,196.73195,1.0,91.720856,235.39972,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Steven Bergwijn/Steven Bergwijn24.jpg,steven bergwijn,175,180.97726,44.17514,1.0,181.29698,38.73924,1.0,169.4668,37.779964,1.0,182.89566,47.052967,1.0,146.76562,50.890076,1.0,188.01144,102.05148,1.0,114.152664,96.29583,1.0,187.05222,159.92783,1.0,67.151634,148.73627,1.0,182.25621,186.4678,1.0,101.363266,193.82227,1.0,125.02365,236.35019,1.0,100.72381,237.30946,1.0,119.58816,252.33812,1.0,119.58816,252.33812,1.0,118.94869,252.33812,1.0,80.90023,240.1873,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Steven Bergwijn/Steven Bergwijn27.jpg,steven bergwijn,175,148.4789,46.912346,1.0,152.31808,42.75283,1.0,145.5995,42.112907,1.0,155.19748,42.43287,1.0,135.0417,38.273354,1.0,157.75694,59.07093,1.0,117.125465,46.912346,1.0,166.71507,96.50658,1.0,87.3717,54.271492,1.0,170.87419,150.26031,1.0,68.49565,46.912346,1.0,132.80217,116.9842,1.0,112.00654,109.625046,1.0,119.04506,173.93758,1.0,121.284584,164.0187,1.0,114.24607,235.37042,1.0,114.565994,234.7305,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Teun Koopmeiners/Teun Koopmeiners45.jpg,teun koopmeiners,199,68.52256,71.67619,1.0,76.83287,63.680946,1.0,65.32629,64.00076,1.0,93.77311,71.03657,1.0,59.892624,71.996,1.0,114.229256,127.00326,1.0,57.97486,139.47583,1.0,130.53023,182.65013,1.0,53.500088,207.59529,1.0,134.36575,250.76958,1.0,49.984184,250.76958,1.0,113.59,239.89604,1.0,71.718834,250.76958,1.0,121.58068,250.76958,1.0,72.03847,250.76958,1.0,134.6854,250.76958,1.0,49.025303,250.76958,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Tyrell Malacia/Tyrell Malacia37.jpg,tyrell malacia,169,138.22876,37.710316,1.0,142.06342,33.551094,1.0,137.2701,33.551094,1.0,150.37181,35.790676,1.0,135.35278,36.430557,1.0,162.51485,60.42605,1.0,134.71367,57.54659,1.0,180.0903,89.54058,1.0,119.055534,73.22365,1.0,164.11261,89.86053,1.0,96.686775,88.26082,1.0,151.65001,118.01524,1.0,133.75502,114.495895,1.0,134.07457,173.36484,1.0,106.59293,152.88869,1.0,108.51026,221.67578,1.0,82.306854,193.52106,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Vincent Janssen/Vincent Janssen34.jpg,vincent janssen,187,125.494194,71.38447,1.0,131.55939,62.113728,1.0,118.15212,62.113728,1.0,137.62459,70.10574,1.0,107.93705,68.82702,1.0,146.24355,133.72217,1.0,89.42224,127.967926,1.0,151.98953,202.13382,1.0,77.9303,189.98598,1.0,157.09706,239.53644,1.0,74.73809,236.65933,1.0,139.53992,244.65132,1.0,103.467964,244.65132,1.0,158.69316,238.89706,1.0,104.42562,255.20078,1.0,166.35446,255.20078,1.0,73.780426,255.20078,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Netherland Players/Images_Xavi Simons/Xavi Simons15.jpg,xavi simons,180,128.3114,37.484524,1.0,135.01488,33.010555,1.0,125.438484,32.690987,1.0,151.61397,36.206245,1.0,151.93318,36.525818,1.0,177.15102,61.452225,1.0,130.5459,63.689213,1.0,196.94225,99.48097,1.0,142.676,99.48097,1.0,174.2781,132.39662,1.0,119.373436,124.72696,1.0,181.62,133.03575,1.0,145.2297,129.20093,1.0,161.19035,178.73418,1.0,112.66996,161.47743,1.0,156.08295,231.78268,1.0,114.90445,217.72163,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Abdelkarim Hassan/Abdelkarim Hassan49.jpg,abdelkarim hassan,169,113.66185,76.09373,1.0,116.54005,72.26208,1.0,111.743065,72.581375,1.0,122.61623,72.26208,1.0,108.86486,73.8586,1.0,133.48941,88.546616,1.0,101.50948,90.46244,1.0,146.60118,110.57865,1.0,91.915504,105.78908,1.0,159.07335,130.37555,1.0,87.43832,117.92265,1.0,128.69241,137.71954,1.0,110.78366,139.63538,1.0,141.16458,173.16238,1.0,121.65683,176.35542,1.0,137.64679,194.87509,1.0,105.66687,188.16971,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Abdulaziz Hatem/Abdulaziz Hatem14.jpg,abdulaziz hatem,178,122.858665,150.5019,1.0,125.09164,147.62256,1.0,119.349724,147.94249,1.0,127.0056,150.5019,1.0,112.650826,151.46169,1.0,131.47154,177.69563,1.0,102.442986,166.49821,1.0,142.95537,204.24953,1.0,77.56137,152.7414,1.0,139.44643,196.8912,1.0,60.973625,138.98456,1.0,120.30672,237.20193,1.0,99.89102,234.96245,1.0,120.9447,252.5584,1.0,96.70107,252.5584,1.0,120.9447,252.5584,1.0,93.51112,252.5584,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Abdulaziz Hatem/Abdulaziz Hatem15.jpg,abdulaziz hatem,178,127.48211,52.551132,1.0,133.86339,44.871906,1.0,121.10081,45.191875,1.0,141.84001,53.191063,1.0,112.48606,55.43084,1.0,158.75044,104.065895,1.0,94.61844,103.74593,1.0,162.57921,157.18051,1.0,89.832466,157.50047,1.0,152.6882,192.69688,1.0,99.08535,197.17644,1.0,145.03065,200.37611,1.0,108.01916,200.37611,1.0,141.84001,249.01118,1.0,109.61448,249.01118,1.0,142.15907,249.01118,1.0,109.93354,249.01118,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Abdulaziz Hatem/Abdulaziz Hatem40.jpg,abdulaziz hatem,178,147.73584,46.112206,1.0,155.0837,41.959366,1.0,137.51274,41.63992,1.0,162.43153,50.903946,1.0,120.90022,52.181736,1.0,189.90608,93.71014,1.0,95.02302,93.39068,1.0,210.35228,139.39136,1.0,71.701584,135.55797,1.0,199.17078,157.59996,1.0,45.18544,157.28052,1.0,161.79259,192.41992,1.0,103.64875,192.10046,1.0,27.933971,199.12836,1.0,38.476536,187.30873,1.0,154.12527,159.8361,1.0,69.46529,134.91907,1.0,full_body_bent,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Ahmed Alaaeldin/Ahmed Alaaeldin24.jpg,ahmed alaaeldin,195,57.591267,62.356945,1.0,60.788124,58.19902,1.0,55.673153,58.838703,1.0,72.936165,56.27998,1.0,54.074726,59.158543,1.0,89.87949,72.271996,1.0,49.918816,74.51088,1.0,110.339355,96.26002,1.0,45.443222,101.37746,1.0,95.63383,110.97267,1.0,39.04951,129.20357,1.0,87.00232,119.9282,1.0,62.066864,119.9282,1.0,94.674774,157.98918,1.0,57.91095,141.99718,1.0,97.23226,197.0097,1.0,70.378685,186.45497,1.0,full_body,full_body
